accountsapid,Single_Order,2019,2020,2021,Churn_Rule_year_wise,Churn_Rule_avg_cycle,Median_Days,3_years_cycle,Final_Churn,TotalOrderNumber,FirstOrderedDate,LastOrderedDate,NumQtrsPerOrder,NumYearsOfUser,OrderChannel_NonDigital,OrderChannel_EProcurement,OrderChannel_ECommerce,Recency,Frequency,Monetary,RFM_Score,CountryCode
154441.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,41.0,123.0,WillNot_Churn,19.0,2019-02-28,2021-04-14,1.0,1.0,1.0,1.0,0.0,851.0,34.0,42797.28,6,US
151583.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-03-26,2019-03-26,-1.0,3.0,1.0,0.0,0.0,825.0,6.0,230.4,10,US
153768.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,149.0,447.0,WillNot_Churn,3.0,2019-10-03,2020-07-27,3.0,2.0,1.0,0.0,0.0,634.0,3.0,1936.8,8,US
154532.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,22.0,66.0,Will_Churn,18.0,2019-02-22,2020-11-30,1.0,2.0,1.0,0.0,1.0,857.0,104.0,17940.0,6,US
151676.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-04-24,2019-04-24,-1.0,3.0,0.0,0.0,1.0,796.0,1.0,164.8,11,US
153902.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,82.0,246.0,WillNot_Churn,8.0,2019-04-11,2020-12-23,1.0,2.0,1.0,0.0,1.0,809.0,9.0,8919.5,7,US
153046.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,112.0,336.0,WillNot_Churn,7.0,2019-02-19,2021-04-01,2.0,1.0,1.0,0.0,0.0,860.0,40.0,18991.329999999998,6,US
154753.0,0.0,1.0,1.0,1.0,WillNot_Churn,Will_Churn,7.0,21.0,Will_Churn,100.0,2019-02-06,2021-06-04,1.0,1.0,1.0,1.0,0.0,873.0,565.0,241975.34999999995,6,US
154242.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,40.0,120.0,WillNot_Churn,9.0,2019-10-16,2021-06-02,2.0,1.0,1.0,0.0,1.0,621.0,22.0,6557.320000000001,6,US
151794.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-02-28,2020-02-28,-1.0,3.0,1.0,0.0,0.0,486.0,1.0,130.0,10,US
153980.0,1.0,0.0,0.0,1.0,WillNot_Churn,-1,0.0,0.0,WillNot_Churn,1.0,2021-01-22,2021-01-22,-1.0,3.0,1.0,0.0,0.0,157.0,1.0,223.0,9,US
152770.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-03-12,2020-03-12,-1.0,3.0,1.0,0.0,0.0,473.0,3.0,2822.4,7,US
153021.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,106.0,318.0,Will_Churn,3.0,2019-12-23,2020-07-23,2.0,2.0,1.0,0.0,1.0,553.0,26.0,6201.36,6,US
154922.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,9.0,27.0,WillNot_Churn,76.0,2019-01-17,2021-06-18,1.0,1.0,1.0,1.0,0.0,893.0,874.0,218674.75000000003,6,US
154567.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,161.0,483.0,WillNot_Churn,7.0,2019-08-08,2020-11-13,2.0,2.0,1.0,1.0,1.0,690.0,25.0,7819.5,7,US
153061.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,56.0,168.0,Will_Churn,2.0,2019-06-05,2019-07-31,1.0,3.0,1.0,0.0,1.0,754.0,9.0,686.4100000000001,9,US
154232.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,227.0,681.0,WillNot_Churn,2.0,2019-10-07,2020-05-21,2.0,2.0,1.0,0.0,0.0,630.0,10.0,3279.6000000000004,6,US
153150.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-08-28,2019-08-28,-1.0,3.0,0.0,0.0,1.0,670.0,1.0,144.0,11,US
154519.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,14.0,42.0,WillNot_Churn,31.0,2019-01-30,2021-06-15,1.0,1.0,1.0,0.0,0.0,880.0,79.0,65403.3,6,US
155037.0,0.0,1.0,1.0,1.0,WillNot_Churn,Will_Churn,1.0,3.0,Will_Churn,708.0,2019-01-11,2021-05-27,1.0,1.0,1.0,1.0,0.0,899.0,4528.0,2880603.9099999997,6,US
154302.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,48.0,144.0,Will_Churn,2.0,2019-04-25,2019-06-12,-1.0,3.0,1.0,0.0,1.0,795.0,5.0,213.6,10,US
152695.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-04-12,2019-04-12,-1.0,3.0,0.0,0.0,1.0,808.0,10.0,1975.4,8,US
154684.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,7.0,21.0,WillNot_Churn,90.0,2019-01-31,2021-06-17,1.0,1.0,1.0,1.0,1.0,879.0,570.0,232865.40000000005,6,US
153742.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,241.0,723.0,WillNot_Churn,4.0,2019-04-26,2021-02-03,2.0,1.0,1.0,1.0,1.0,794.0,22.0,3710.8,7,US
153341.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,76.0,228.0,WillNot_Churn,9.0,2019-02-01,2021-04-29,2.0,1.0,1.0,0.0,1.0,878.0,26.0,11661.0,7,US
153181.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,125.0,375.0,WillNot_Churn,5.0,2019-03-28,2020-11-24,2.0,2.0,1.0,0.0,1.0,823.0,13.0,2394.1000000000004,8,US
150853.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-11-16,2020-11-16,-1.0,3.0,1.0,0.0,0.0,224.0,2.0,363.5,9,US
154192.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,156.0,468.0,WillNot_Churn,5.0,2019-09-27,2021-06-15,2.0,1.0,1.0,0.0,1.0,640.0,10.0,3168.8,6,US
153435.0,1.0,0.0,0.0,1.0,WillNot_Churn,-1,0.0,0.0,WillNot_Churn,1.0,2021-01-15,2021-01-15,-1.0,3.0,0.0,0.0,1.0,164.0,3.0,141.6,8,US
152453.0,1.0,0.0,0.0,1.0,WillNot_Churn,-1,0.0,0.0,WillNot_Churn,1.0,2021-02-03,2021-02-03,-1.0,3.0,1.0,0.0,0.0,145.0,1.0,935.0,8,US
153924.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,538.0,1614.0,WillNot_Churn,2.0,2019-01-29,2020-07-20,6.0,2.0,1.0,0.0,0.0,881.0,6.0,1266.0,10,US
153639.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,41.0,123.0,WillNot_Churn,19.0,2019-02-20,2021-05-05,1.0,1.0,1.0,0.0,0.0,859.0,27.0,11690.2,7,US
154817.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,16.0,48.0,WillNot_Churn,36.0,2019-01-21,2021-06-16,1.0,1.0,1.0,1.0,1.0,889.0,123.0,22690.39999999999,6,US
153650.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,177.0,531.0,WillNot_Churn,4.0,2019-11-26,2021-06-16,2.0,1.0,1.0,0.0,0.0,580.0,7.0,4273.0,7,US
152746.0,0.0,1.0,0.0,1.0,Will_Churn,WillNot_Churn,729.0,2187.0,WillNot_Churn,2.0,2019-03-07,2021-03-05,8.0,2.0,1.0,0.0,0.0,844.0,4.0,2549.0,9,US
154846.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,22.0,66.0,Will_Churn,19.0,2019-02-21,2020-12-18,1.0,2.0,1.0,0.0,0.0,858.0,74.0,22753.099999999995,6,US
153705.0,0.0,1.0,0.0,1.0,Will_Churn,WillNot_Churn,93.0,279.0,WillNot_Churn,5.0,2019-01-24,2021-03-15,3.0,2.0,1.0,0.0,0.0,886.0,12.0,3551.0,8,US
153611.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,17.0,51.0,Will_Churn,6.0,2019-01-22,2019-12-17,2.0,3.0,1.0,0.0,0.0,888.0,15.0,19990.0,7,US
154873.0,0.0,1.0,1.0,1.0,WillNot_Churn,Will_Churn,8.0,24.0,Will_Churn,78.0,2019-01-18,2021-05-27,1.0,1.0,1.0,1.0,1.0,892.0,1049.0,176714.91999999998,6,US
153672.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,138.0,414.0,WillNot_Churn,4.0,2019-01-17,2020-06-22,2.0,2.0,1.0,0.0,0.0,893.0,16.0,1961.6999999999998,9,US
153374.0,0.0,0.0,1.0,1.0,WillNot_Churn,WillNot_Churn,413.0,1239.0,WillNot_Churn,2.0,2020-02-03,2021-03-22,4.0,2.0,1.0,0.0,1.0,511.0,5.0,1247.2,8,US
154195.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,56.0,168.0,Will_Churn,4.0,2019-11-07,2020-12-04,2.0,2.0,1.0,0.0,0.0,599.0,12.0,6907.05,6,US
153330.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,303.0,909.0,WillNot_Churn,3.0,2019-03-29,2020-11-25,4.0,2.0,1.0,0.0,0.0,822.0,10.0,2694.75,7,US
152967.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,98.0,294.0,Will_Churn,3.0,2019-04-08,2019-10-21,1.0,3.0,1.0,0.0,0.0,812.0,3.0,1995.0,9,US
154243.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,5.0,15.0,Will_Churn,3.0,2019-07-19,2019-07-29,-1.0,3.0,1.0,0.0,0.0,710.0,54.0,7666.200000000001,6,US
154387.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,284.0,852.0,WillNot_Churn,3.0,2019-10-23,2021-05-14,3.0,1.0,1.0,0.0,0.0,614.0,5.0,4408.0,7,US
153269.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,147.0,441.0,Will_Churn,3.0,2019-01-24,2019-11-15,2.0,3.0,1.0,0.0,0.0,886.0,14.0,2665.9,8,US
151213.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-08-12,2020-08-12,-1.0,3.0,1.0,0.0,0.0,320.0,2.0,161.54,9,US
153784.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-07-15,2019-07-15,-1.0,3.0,1.0,0.0,0.0,714.0,2.0,476.72,11,US
154748.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,28.0,84.0,Will_Churn,9.0,2019-01-30,2020-08-21,2.0,2.0,1.0,0.0,0.0,880.0,106.0,10064.0,7,US
153223.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,158.0,474.0,WillNot_Churn,2.0,2019-12-13,2020-05-19,2.0,2.0,1.0,0.0,1.0,563.0,5.0,630.2,9,US
154911.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,76.0,228.0,WillNot_Churn,11.0,2019-01-30,2021-03-23,2.0,1.0,1.0,0.0,0.0,880.0,59.0,16550.0,6,US
155038.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,4.0,12.0,Will_Churn,121.0,2019-01-11,2020-04-10,1.0,2.0,1.0,1.0,0.0,899.0,1288.0,644508.2000000002,6,US
154216.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,72.0,216.0,WillNot_Churn,8.0,2019-01-18,2021-05-25,2.0,1.0,1.0,0.0,0.0,892.0,54.0,21095.1,6,US
154935.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,32.0,96.0,WillNot_Churn,16.0,2019-02-07,2021-06-02,2.0,1.0,1.0,0.0,0.0,872.0,53.0,35958.82000000001,6,US
154892.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,437.0,1311.0,WillNot_Churn,2.0,2019-09-20,2020-11-30,5.0,2.0,1.0,0.0,0.0,647.0,26.0,20595.12,5,US
153562.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-09-30,2020-09-30,-1.0,3.0,1.0,0.0,0.0,271.0,2.0,324.8,9,US
153357.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,122.0,366.0,Will_Churn,3.0,2019-04-10,2019-12-10,2.0,3.0,1.0,0.0,0.0,810.0,5.0,4925.4,8,US
154915.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,26.0,78.0,WillNot_Churn,17.0,2019-01-21,2021-06-09,2.0,1.0,1.0,0.0,0.0,889.0,21.0,18729.8,7,US
153887.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-05-16,2019-05-16,-1.0,3.0,1.0,0.0,0.0,774.0,1.0,752.0,11,US
153746.0,1.0,0.0,0.0,1.0,WillNot_Churn,-1,0.0,0.0,WillNot_Churn,1.0,2021-01-12,2021-01-12,-1.0,3.0,1.0,0.0,0.0,167.0,3.0,1240.8,7,US
155043.0,0.0,1.0,1.0,1.0,WillNot_Churn,Will_Churn,8.0,24.0,Will_Churn,80.0,2019-01-16,2021-02-11,1.0,1.0,1.0,0.0,0.0,894.0,177.0,126928.10000000005,6,US
152709.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-06-06,2019-06-06,-1.0,3.0,0.0,0.0,1.0,753.0,1.0,222.4,11,US
153809.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-09-23,2019-09-23,-1.0,3.0,1.0,0.0,0.0,644.0,2.0,2147.6,9,US
153649.0,1.0,0.0,0.0,1.0,WillNot_Churn,-1,0.0,0.0,WillNot_Churn,1.0,2021-06-21,2021-06-21,-1.0,3.0,1.0,0.0,0.0,7.0,1.0,405.0,9,US
153192.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-08-31,2020-08-31,-1.0,3.0,0.0,1.0,0.0,301.0,1.0,442.26,9,US
154334.0,0.0,0.0,1.0,0.0,Will_Churn,Will_Churn,4.0,12.0,Will_Churn,2.0,2020-01-03,2020-01-07,-1.0,3.0,1.0,0.0,0.0,542.0,5.0,2849.44,7,US
155108.0,0.0,1.0,1.0,1.0,WillNot_Churn,Will_Churn,6.0,18.0,Will_Churn,108.0,2019-01-11,2021-05-19,1.0,1.0,1.0,1.0,1.0,899.0,379.0,98553.40000000001,6,US
152943.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-01-31,2019-01-31,-1.0,3.0,1.0,0.0,0.0,879.0,1.0,206.0,12,US
155148.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,47.0,141.0,WillNot_Churn,16.0,2019-02-21,2021-05-12,1.0,1.0,1.0,0.0,0.0,858.0,364.0,100589.4,6,US
154401.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,47.0,141.0,WillNot_Churn,12.0,2019-02-13,2021-04-08,2.0,1.0,1.0,0.0,0.0,866.0,38.0,15428.96,6,US
151453.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-08-10,2020-08-10,-1.0,3.0,0.0,0.0,1.0,322.0,6.0,3033.16,6,US
155204.0,0.0,1.0,1.0,1.0,WillNot_Churn,Will_Churn,21.0,63.0,Will_Churn,30.0,2019-01-24,2021-04-20,1.0,1.0,1.0,0.0,0.0,886.0,54.0,29099.759999999995,6,US
154642.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,24.0,72.0,WillNot_Churn,19.0,2019-04-10,2021-06-09,1.0,1.0,1.0,0.0,1.0,810.0,128.0,80196.60000000002,5,US
153219.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,55.0,165.0,Will_Churn,2.0,2019-01-08,2019-03-04,-1.0,3.0,1.0,0.0,0.0,902.0,4.0,1006.4,10,US
155444.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,36.0,108.0,WillNot_Churn,14.0,2019-11-08,2021-04-20,1.0,1.0,1.0,0.0,0.0,598.0,54.0,31109.0,4,US
154550.0,0.0,0.0,1.0,1.0,WillNot_Churn,WillNot_Churn,158.0,474.0,WillNot_Churn,2.0,2020-11-13,2021-04-20,2.0,2.0,1.0,0.0,0.0,227.0,6.0,3061.6400000000003,6,US
154038.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-11-14,2019-11-14,-1.0,3.0,1.0,0.0,0.0,592.0,1.0,1585.0,9,US
153340.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-09-26,2019-09-26,-1.0,3.0,1.0,0.0,0.0,641.0,6.0,2496.0,8,US
155111.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,14.0,42.0,WillNot_Churn,58.0,2019-01-09,2021-06-04,1.0,1.0,1.0,0.0,1.0,901.0,385.0,138151.89999999997,6,US
153035.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-09-24,2019-09-24,-1.0,3.0,1.0,0.0,0.0,643.0,20.0,8733.89,6,US
155196.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,17.0,51.0,WillNot_Churn,42.0,2019-01-17,2021-05-17,1.0,1.0,1.0,0.0,0.0,893.0,513.0,54564.060000000005,6,US
154789.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,150.0,450.0,WillNot_Churn,4.0,2019-10-23,2021-05-11,2.0,1.0,0.0,1.0,0.0,614.0,6.0,746.4000000000001,9,US
154900.0,0.0,1.0,0.0,1.0,Will_Churn,WillNot_Churn,440.0,1320.0,WillNot_Churn,3.0,2019-01-10,2021-06-08,9.0,2.0,1.0,0.0,0.0,900.0,16.0,7451.1,8,US
155239.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,6.0,18.0,Will_Churn,46.0,2019-01-14,2019-11-11,1.0,3.0,1.0,1.0,0.0,896.0,3906.0,667439.4000000001,6,US
155281.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-02-10,2020-02-10,-1.0,3.0,1.0,0.0,0.0,504.0,1.0,261.0,10,US
154881.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,47.0,141.0,Will_Churn,5.0,2019-03-13,2019-11-18,2.0,3.0,1.0,0.0,0.0,838.0,5.0,3329.0,8,US
154842.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,185.0,555.0,WillNot_Churn,6.0,2019-05-29,2021-06-15,3.0,1.0,1.0,0.0,0.0,761.0,32.0,6629.45,6,US
155477.0,0.0,1.0,1.0,1.0,WillNot_Churn,Will_Churn,4.0,12.0,Will_Churn,193.0,2019-01-04,2021-06-15,1.0,1.0,1.0,0.0,0.0,906.0,1653.0,597209.5299999998,6,US
155274.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,60.0,180.0,WillNot_Churn,11.0,2019-03-29,2021-02-09,1.0,1.0,1.0,0.0,0.0,822.0,31.0,12554.4,5,US
155673.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,26.0,78.0,WillNot_Churn,35.0,2019-01-21,2021-05-26,1.0,1.0,1.0,0.0,0.0,889.0,146.0,30603.5,6,US
153707.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-09-20,2019-09-20,-1.0,3.0,1.0,0.0,0.0,647.0,1.0,765.0,10,US
153311.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-12-19,2019-12-19,-1.0,3.0,0.0,0.0,1.0,557.0,3.0,1002.4,8,US
155007.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,223.0,669.0,WillNot_Churn,3.0,2019-06-14,2020-09-02,2.0,2.0,1.0,0.0,1.0,745.0,5.0,1706.0,9,US
155819.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,212.0,636.0,WillNot_Churn,5.0,2019-01-07,2021-05-24,3.0,1.0,1.0,0.0,0.0,903.0,6.0,2845.0,9,US
155874.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,6.0,18.0,WillNot_Churn,99.0,2019-01-14,2021-06-18,1.0,1.0,1.0,0.0,0.0,896.0,532.0,345186.7099999999,6,US
155826.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,63.0,189.0,WillNot_Churn,8.0,2019-04-22,2021-05-24,3.0,1.0,1.0,0.0,0.0,798.0,29.0,16819.52,5,US
154388.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,74.0,222.0,Will_Churn,6.0,2019-02-22,2020-08-06,2.0,2.0,1.0,0.0,0.0,857.0,10.0,10452.6,7,US
154555.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,27.0,81.0,Will_Churn,10.0,2019-01-28,2020-11-09,1.0,2.0,1.0,1.0,1.0,882.0,24.0,11602.68,7,US
153493.0,1.0,0.0,0.0,1.0,WillNot_Churn,-1,0.0,0.0,WillNot_Churn,1.0,2021-05-14,2021-05-14,-1.0,3.0,0.0,0.0,1.0,45.0,4.0,1268.0,7,US
154967.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,65.0,195.0,Will_Churn,4.0,2019-02-18,2019-07-19,1.0,3.0,1.0,0.0,1.0,861.0,15.0,8130.150000000001,8,US
155943.0,0.0,1.0,1.0,1.0,WillNot_Churn,Will_Churn,2.0,6.0,Will_Churn,415.0,2019-01-08,2021-05-07,1.0,1.0,1.0,1.0,0.0,902.0,1809.0,982097.3999999997,6,US
155869.0,0.0,1.0,1.0,1.0,WillNot_Churn,Will_Churn,15.0,45.0,Will_Churn,38.0,2019-01-09,2021-05-10,1.0,1.0,1.0,0.0,1.0,901.0,148.0,83836.26000000001,6,US
155514.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,92.0,276.0,WillNot_Churn,4.0,2019-10-14,2021-03-05,2.0,1.0,1.0,0.0,1.0,623.0,44.0,8552.26,5,US
156121.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,19.0,57.0,WillNot_Churn,34.0,2019-01-31,2021-05-19,1.0,1.0,1.0,0.0,0.0,879.0,41.0,28072.8,6,US
154464.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,105.0,315.0,WillNot_Churn,4.0,2019-07-26,2021-01-25,2.0,1.0,1.0,0.0,1.0,703.0,5.0,1783.0,9,US
155535.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,22.0,66.0,WillNot_Churn,26.0,2019-02-20,2021-06-16,1.0,1.0,1.0,0.0,0.0,859.0,104.0,65433.66,6,US
156130.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,12.0,36.0,WillNot_Churn,58.0,2019-02-06,2021-05-27,1.0,1.0,1.0,0.0,0.0,873.0,1212.0,114706.51,6,US
154623.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-09-15,2020-09-15,-1.0,3.0,1.0,0.0,0.0,286.0,2.0,240.0,9,US
156213.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,4.0,12.0,WillNot_Churn,194.0,2019-01-04,2021-06-17,1.0,1.0,1.0,0.0,0.0,906.0,1033.0,287166.94999999995,6,US
152705.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-10-13,2020-10-13,-1.0,3.0,1.0,0.0,0.0,258.0,2.0,2311.58,8,US
155870.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,350.0,1050.0,WillNot_Churn,4.0,2019-02-04,2021-01-25,4.0,1.0,1.0,0.0,1.0,875.0,6.0,10527.98,8,US
153743.0,0.0,0.0,1.0,0.0,Will_Churn,Will_Churn,7.0,21.0,Will_Churn,2.0,2020-09-25,2020-10-02,1.0,3.0,1.0,0.0,0.0,276.0,2.0,2840.0,7,US
155946.0,0.0,1.0,1.0,1.0,WillNot_Churn,Will_Churn,6.0,18.0,Will_Churn,95.0,2019-01-16,2021-04-21,1.0,1.0,0.0,1.0,0.0,894.0,267.0,226172.1,6,US
154262.0,0.0,0.0,1.0,0.0,Will_Churn,Will_Churn,17.0,51.0,Will_Churn,2.0,2020-10-30,2020-11-16,-1.0,3.0,1.0,0.0,0.0,241.0,9.0,4769.0,5,US
155665.0,0.0,1.0,0.0,1.0,Will_Churn,WillNot_Churn,56.0,168.0,WillNot_Churn,4.0,2019-09-17,2021-04-23,4.0,2.0,1.0,0.0,1.0,650.0,6.0,4854.599999999999,7,US
156016.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,179.0,537.0,WillNot_Churn,5.0,2019-02-08,2021-02-12,2.0,1.0,1.0,0.0,0.0,871.0,106.0,25762.5,6,US
156447.0,0.0,0.0,0.0,1.0,WillNot_Churn,WillNot_Churn,71.0,213.0,WillNot_Churn,2.0,2021-04-01,2021-06-11,-1.0,3.0,1.0,0.0,0.0,88.0,4.0,357.0,8,US
156057.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,106.0,318.0,WillNot_Churn,7.0,2019-05-01,2021-05-26,2.0,1.0,1.0,0.0,1.0,789.0,12.0,4398.4,7,US
156021.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,52.0,156.0,Will_Churn,7.0,2019-03-05,2020-12-21,2.0,2.0,1.0,0.0,0.0,846.0,25.0,3197.9,7,US
156540.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,18.0,54.0,WillNot_Churn,36.0,2019-01-08,2021-06-17,1.0,1.0,1.0,0.0,0.0,902.0,214.0,69669.95000000003,6,US
155258.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,18.0,54.0,WillNot_Churn,28.0,2019-01-03,2021-06-14,2.0,1.0,1.0,0.0,0.0,907.0,244.0,114088.73000000001,6,US
156089.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,57.0,171.0,WillNot_Churn,13.0,2019-03-19,2021-04-01,1.0,1.0,1.0,0.0,0.0,832.0,152.0,14206.68,5,US
156626.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,48.0,144.0,WillNot_Churn,18.0,2019-01-09,2021-06-17,1.0,1.0,1.0,0.0,0.0,901.0,145.0,31899.629999999994,6,US
154394.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-08-25,2020-08-25,-1.0,3.0,1.0,0.0,0.0,307.0,20.0,1170.0,6,US
155064.0,0.0,1.0,0.0,1.0,Will_Churn,WillNot_Churn,250.0,750.0,WillNot_Churn,3.0,2019-10-04,2021-02-16,5.0,2.0,1.0,0.0,0.0,633.0,3.0,3681.0,7,US
156025.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,99.0,297.0,Will_Churn,2.0,2019-02-04,2019-05-14,1.0,3.0,1.0,0.0,0.0,875.0,15.0,731.2,10,US
