accountsapid,Single_Order,2019,2020,2021,Churn_Rule_year_wise,Churn_Rule_avg_cycle,Median_Days,3_years_cycle,Final_Churn,TotalOrderNumber,FirstOrderedDate,LastOrderedDate,NumQtrsPerOrder,NumYearsOfUser,OrderChannel_NonDigital,OrderChannel_EProcurement,OrderChannel_ECommerce,Recency,Frequency,Monetary,RFM_Score,CountryCode
273122.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-12-02,2019-12-02,-1.0,3.0,1.0,0.0,0.0,574.0,2.0,1028.0,9,US
864236.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,27.0,81.0,WillNot_Churn,12.0,2019-06-18,2021-06-10,1.0,1.0,1.0,0.0,0.0,741.0,96.0,31410.72,5,US
1005021.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,62.0,186.0,WillNot_Churn,11.0,2019-01-25,2021-06-10,1.0,1.0,1.0,1.0,0.0,885.0,731.0,35192.68,6,US
283360.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,660.0,1980.0,WillNot_Churn,2.0,2019-02-11,2020-12-02,7.0,2.0,1.0,0.0,0.0,868.0,2.0,1908.0,11,US
814858.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,94.0,282.0,Will_Churn,2.0,2019-10-14,2020-01-16,1.0,2.0,1.0,0.0,1.0,623.0,3.0,3753.8999999999996,7,US
1002878.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,20.0,60.0,WillNot_Churn,31.0,2019-05-16,2021-06-11,1.0,1.0,1.0,1.0,0.0,774.0,261.0,54784.64,5,US
783221.0,0.0,1.0,0.0,1.0,Will_Churn,WillNot_Churn,351.0,1053.0,WillNot_Churn,3.0,2019-07-15,2021-06-16,4.0,2.0,1.0,0.0,0.0,714.0,3.0,2351.0,9,US
864584.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,44.0,132.0,WillNot_Churn,15.0,2019-06-27,2021-06-04,1.0,1.0,1.0,0.0,0.0,732.0,35.0,19270.239999999998,5,US
751038.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,149.0,447.0,Will_Churn,2.0,2019-04-24,2019-09-20,1.0,3.0,1.0,0.0,0.0,796.0,22.0,9780.57,7,US
1005388.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,51.0,153.0,Will_Churn,8.0,2019-01-04,2020-03-26,1.0,2.0,1.0,1.0,0.0,906.0,20.0,7159.879999999999,8,US
817849.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,124.0,372.0,WillNot_Churn,6.0,2019-02-08,2020-10-12,2.0,2.0,0.0,0.0,1.0,871.0,7.0,3123.0,9,US
863151.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-04-12,2019-04-12,-1.0,3.0,1.0,0.0,0.0,808.0,3.0,15219.25,7,US
1002966.0,0.0,1.0,0.0,1.0,Will_Churn,WillNot_Churn,55.0,165.0,WillNot_Churn,4.0,2019-02-11,2021-03-09,4.0,2.0,1.0,1.0,0.0,868.0,4.0,338.6,11,US
1002678.0,0.0,1.0,0.0,1.0,Will_Churn,WillNot_Churn,287.0,861.0,WillNot_Churn,3.0,2019-08-30,2021-03-26,6.0,2.0,0.0,1.0,0.0,668.0,5.0,666.36,10,US
808477.0,0.0,1.0,0.0,1.0,Will_Churn,WillNot_Churn,127.0,381.0,WillNot_Churn,5.0,2019-01-15,2021-06-17,4.0,2.0,1.0,0.0,0.0,895.0,8.0,2784.62,8,CA
859419.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,188.0,564.0,WillNot_Churn,4.0,2019-03-29,2020-07-14,2.0,2.0,1.0,0.0,0.0,822.0,49.0,6318.0,6,US
845281.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,3.0,9.0,Will_Churn,5.0,2019-11-11,2019-12-09,-1.0,3.0,1.0,0.0,0.0,595.0,15.0,1202.0,7,US
864943.0,0.0,0.0,1.0,1.0,WillNot_Churn,Will_Churn,14.0,42.0,Will_Churn,9.0,2020-07-14,2021-03-09,2.0,2.0,1.0,0.0,1.0,349.0,18.0,11857.4,4,US
1005398.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,5.0,15.0,WillNot_Churn,140.0,2019-07-02,2021-06-15,1.0,1.0,1.0,1.0,0.0,727.0,1125.0,494679.35999999987,5,US
814968.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-04-15,2019-04-15,-1.0,3.0,0.0,0.0,1.0,805.0,2.0,397.8,11,US
268111.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-05-24,2019-05-24,-1.0,3.0,1.0,0.0,0.0,766.0,8.0,1768.0,8,US
1002984.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,16.0,48.0,WillNot_Churn,30.0,2019-01-11,2021-06-16,1.0,1.0,1.0,0.0,0.0,899.0,93.0,52969.55999999999,6,US
714318.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-03-14,2019-03-14,-1.0,3.0,1.0,0.0,0.0,837.0,1.0,865.0,10,US
859662.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,136.0,408.0,WillNot_Churn,5.0,2019-01-30,2020-08-24,2.0,2.0,1.0,0.0,0.0,880.0,6.0,17133.85,8,US
864065.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,43.0,129.0,WillNot_Churn,6.0,2019-06-28,2021-03-16,2.0,1.0,1.0,0.0,0.0,731.0,12.0,4257.66,7,US
1003003.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,456.0,1368.0,WillNot_Churn,2.0,2019-02-11,2020-05-12,5.0,2.0,1.0,1.0,0.0,868.0,4.0,4406.09,9,US
838678.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,387.0,1161.0,WillNot_Churn,2.0,2019-11-19,2020-12-10,4.0,2.0,1.0,0.0,0.0,587.0,3.0,2350.8,8,US
846246.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,241.0,723.0,WillNot_Churn,2.0,2019-12-13,2020-08-10,3.0,2.0,1.0,0.0,0.0,563.0,4.0,2586.0,8,US
865169.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,22.0,66.0,WillNot_Churn,19.0,2019-09-05,2021-06-16,1.0,1.0,1.0,0.0,0.0,662.0,46.0,22557.260000000002,4,US
1005427.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,7.0,21.0,WillNot_Churn,125.0,2019-01-03,2021-06-18,1.0,1.0,1.0,1.0,0.0,907.0,1167.0,260438.6000000001,6,US
792222.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,321.0,963.0,WillNot_Churn,2.0,2019-09-24,2020-08-10,4.0,2.0,1.0,0.0,0.0,643.0,6.0,13646.16,6,US
829604.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,266.0,798.0,WillNot_Churn,4.0,2019-08-01,2021-06-14,2.0,1.0,1.0,0.0,0.0,697.0,39.0,1257.69,7,CA
840321.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-02-06,2019-02-06,-1.0,3.0,1.0,0.0,0.0,873.0,14.0,1890.0,9,US
812911.0,0.0,1.0,0.0,1.0,Will_Churn,WillNot_Churn,390.0,1170.0,WillNot_Churn,3.0,2019-03-29,2021-05-18,4.0,2.0,1.0,0.0,0.0,822.0,6.0,1500.0,9,US
865616.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,192.0,576.0,WillNot_Churn,4.0,2019-08-28,2021-04-02,2.0,1.0,1.0,0.0,1.0,670.0,12.0,17733.5,6,US
286994.0,1.0,0.0,0.0,1.0,WillNot_Churn,-1,0.0,0.0,WillNot_Churn,1.0,2021-03-25,2021-03-25,-1.0,3.0,0.0,1.0,0.0,95.0,4.0,1244.63,7,US
1005463.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,7.0,21.0,WillNot_Churn,81.0,2019-07-31,2021-06-10,1.0,1.0,1.0,1.0,0.0,698.0,605.0,194334.09999999992,5,US
796996.0,0.0,0.0,1.0,0.0,Will_Churn,Will_Churn,44.0,132.0,Will_Churn,2.0,2020-07-08,2020-08-21,-1.0,3.0,1.0,0.0,1.0,355.0,21.0,766.4,7,US
844544.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,237.0,711.0,WillNot_Churn,2.0,2019-10-16,2020-06-09,2.0,2.0,1.0,0.0,0.0,621.0,4.0,2240.0,8,US
864573.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,38.0,114.0,Will_Churn,2.0,2019-06-28,2019-08-05,1.0,3.0,0.0,0.0,1.0,731.0,2.0,330.4,11,US
831195.0,0.0,0.0,1.0,1.0,WillNot_Churn,WillNot_Churn,214.0,642.0,WillNot_Churn,2.0,2020-10-30,2021-06-01,2.0,2.0,0.0,0.0,1.0,241.0,4.0,2219.4,7,US
816769.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,77.0,231.0,Will_Churn,5.0,2019-06-25,2020-07-08,2.0,2.0,1.0,0.0,0.0,734.0,51.0,33130.0,5,US
841139.0,0.0,0.0,1.0,1.0,WillNot_Churn,WillNot_Churn,40.0,120.0,WillNot_Churn,8.0,2020-04-09,2021-06-14,1.0,2.0,1.0,0.0,1.0,445.0,23.0,14257.0,5,US
861048.0,0.0,0.0,0.0,1.0,WillNot_Churn,Will_Churn,21.0,63.0,Will_Churn,2.0,2021-03-23,2021-04-13,1.0,3.0,1.0,0.0,0.0,97.0,3.0,2521.0,7,US
843922.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-12-29,2020-12-29,-1.0,3.0,0.0,0.0,1.0,181.0,1.0,610.2,9,US
865999.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-10-30,2020-10-30,-1.0,3.0,0.0,0.0,1.0,241.0,1.0,140.0,9,US
1005651.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,28.0,84.0,WillNot_Churn,32.0,2019-03-08,2021-06-15,1.0,1.0,1.0,1.0,0.0,843.0,77.0,54152.32000000001,5,US
287486.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-12-18,2020-12-18,-1.0,3.0,1.0,0.0,0.0,192.0,4.0,1297.4,7,US
864913.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-07-09,2019-07-09,-1.0,3.0,0.0,0.0,1.0,720.0,2.0,388.8,11,US
1003135.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,28.0,84.0,WillNot_Churn,23.0,2019-01-08,2021-06-15,1.0,1.0,1.0,1.0,0.0,902.0,207.0,93479.40000000002,6,US
722088.0,1.0,0.0,0.0,1.0,WillNot_Churn,-1,0.0,0.0,WillNot_Churn,1.0,2021-01-13,2021-01-13,-1.0,3.0,0.0,0.0,1.0,166.0,2.0,1470.6,8,US
847527.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-12-31,2020-12-31,-1.0,3.0,1.0,0.0,0.0,179.0,4.0,2030.4,7,US
1005663.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,36.0,108.0,WillNot_Churn,13.0,2019-01-10,2021-05-13,2.0,1.0,1.0,0.0,0.0,900.0,35.0,13508.000000000002,6,US
746964.0,0.0,0.0,1.0,1.0,WillNot_Churn,WillNot_Churn,92.0,276.0,WillNot_Churn,2.0,2020-10-06,2021-01-06,1.0,2.0,1.0,0.0,0.0,265.0,2.0,407.23,9,US
865758.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,147.0,441.0,WillNot_Churn,5.0,2019-09-11,2021-04-16,2.0,1.0,1.0,0.0,0.0,656.0,12.0,7266.700000000001,6,US
1003265.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,32.0,96.0,WillNot_Churn,21.0,2019-03-25,2021-06-18,1.0,1.0,1.0,1.0,0.0,826.0,29.0,8956.8,6,US
797750.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-01-23,2020-01-23,-1.0,3.0,1.0,0.0,0.0,522.0,1.0,188.46,10,CA
862578.0,0.0,1.0,0.0,1.0,Will_Churn,WillNot_Churn,99.0,297.0,WillNot_Churn,4.0,2019-07-29,2021-05-26,4.0,2.0,1.0,0.0,1.0,700.0,17.0,7598.82,7,US
848063.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,405.0,1215.0,WillNot_Churn,2.0,2019-01-17,2020-02-26,4.0,2.0,0.0,0.0,1.0,893.0,3.0,2760.2,9,US
866171.0,0.0,0.0,0.0,1.0,WillNot_Churn,Will_Churn,7.0,21.0,Will_Churn,3.0,2021-05-13,2021-05-20,-1.0,3.0,1.0,0.0,0.0,46.0,3.0,2682.0,6,US
1005664.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,30.0,90.0,WillNot_Churn,22.0,2019-04-11,2021-06-11,1.0,1.0,1.0,1.0,0.0,809.0,98.0,19482.04,5,US
824798.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,362.0,1086.0,WillNot_Churn,2.0,2019-12-27,2020-12-23,4.0,2.0,1.0,0.0,0.0,549.0,10.0,3667.8,6,US
833905.0,0.0,1.0,0.0,1.0,Will_Churn,WillNot_Churn,431.0,1293.0,WillNot_Churn,3.0,2019-01-15,2021-05-27,9.0,2.0,1.0,0.0,0.0,895.0,8.0,2846.15,8,CA
1003088.0,0.0,1.0,1.0,1.0,WillNot_Churn,Will_Churn,15.0,45.0,Will_Churn,32.0,2019-01-11,2021-05-10,1.0,1.0,1.0,1.0,0.0,899.0,239.0,59419.68,6,US
752701.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,261.0,783.0,WillNot_Churn,3.0,2019-05-23,2020-10-27,3.0,2.0,1.0,0.0,0.0,767.0,10.0,3722.4,7,US
841779.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,69.0,207.0,WillNot_Churn,8.0,2019-03-07,2021-06-18,2.0,1.0,1.0,0.0,0.0,844.0,64.0,10041.0,6,US
844139.0,0.0,0.0,1.0,0.0,Will_Churn,Will_Churn,16.0,48.0,Will_Churn,2.0,2020-09-22,2020-10-08,1.0,3.0,1.0,0.0,1.0,279.0,20.0,1996.88,6,US
866190.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,68.0,204.0,Will_Churn,4.0,2019-10-04,2020-02-18,1.0,2.0,1.0,0.0,1.0,633.0,6.0,5455.0,7,US
1005665.0,0.0,1.0,1.0,1.0,WillNot_Churn,Will_Churn,14.0,42.0,Will_Churn,34.0,2019-07-31,2021-03-22,1.0,1.0,1.0,1.0,0.0,698.0,167.0,47548.119999999995,5,US
721842.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-06-05,2020-06-05,-1.0,3.0,0.0,0.0,1.0,388.0,1.0,880.2,9,US
855622.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,128.0,384.0,WillNot_Churn,8.0,2019-03-13,2021-06-18,2.0,1.0,1.0,0.0,0.0,838.0,20.0,10547.7,6,US
1002935.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,15.0,45.0,Will_Churn,6.0,2019-04-25,2020-09-24,5.0,2.0,0.0,1.0,0.0,795.0,22.0,10388.96,6,US
769330.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,72.0,216.0,Will_Churn,3.0,2019-11-01,2020-03-24,1.0,2.0,1.0,0.0,0.0,605.0,4.0,2050.0,8,US
823222.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,56.0,168.0,Will_Churn,4.0,2019-06-27,2020-01-07,1.0,2.0,1.0,0.0,0.0,732.0,32.0,4746.4,6,US
700065.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-11-25,2020-11-25,-1.0,3.0,1.0,0.0,0.0,215.0,25.0,1116.0,6,US
1002949.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,30.0,90.0,Will_Churn,16.0,2019-04-17,2020-11-30,1.0,2.0,1.0,1.0,0.0,803.0,40.0,16817.28,5,US
864576.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,54.0,162.0,WillNot_Churn,7.0,2019-06-28,2021-06-09,3.0,1.0,1.0,0.0,0.0,731.0,25.0,11905.64,6,US
1005705.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,26.0,78.0,WillNot_Churn,29.0,2019-09-19,2021-05-14,1.0,1.0,0.0,1.0,0.0,648.0,267.0,101577.8,4,US
847291.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-12-18,2020-12-18,-1.0,3.0,0.0,0.0,1.0,192.0,2.0,1838.7,8,US
1002937.0,0.0,1.0,0.0,1.0,Will_Churn,WillNot_Churn,75.0,225.0,WillNot_Churn,4.0,2019-08-08,2021-05-10,2.0,2.0,1.0,1.0,0.0,690.0,9.0,7310.360000000001,7,US
1000136.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,53.0,159.0,WillNot_Churn,12.0,2019-09-04,2021-05-25,1.0,1.0,1.0,0.0,0.0,663.0,57.0,15054.999999999998,5,CA
715991.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-04-10,2019-04-10,-1.0,3.0,1.0,0.0,0.0,810.0,1.0,508.4,11,US
864733.0,0.0,0.0,1.0,1.0,WillNot_Churn,Will_Churn,6.0,18.0,Will_Churn,6.0,2020-01-29,2021-03-04,4.0,2.0,1.0,0.0,1.0,516.0,16.0,2241.54,7,CA
739098.0,1.0,0.0,0.0,1.0,WillNot_Churn,-1,0.0,0.0,WillNot_Churn,1.0,2021-04-15,2021-04-15,-1.0,3.0,1.0,0.0,0.0,74.0,1.0,320.0,9,US
844765.0,0.0,1.0,0.0,1.0,Will_Churn,WillNot_Churn,22.0,66.0,WillNot_Churn,4.0,2019-08-28,2021-06-18,7.0,2.0,1.0,0.0,0.0,670.0,47.0,12819.119999999999,5,CA
761751.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-05-28,2020-05-28,-1.0,3.0,0.0,0.0,1.0,396.0,3.0,1842.3,8,US
799788.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,328.0,984.0,WillNot_Churn,3.0,2019-02-07,2020-11-25,7.0,2.0,1.0,0.0,1.0,872.0,6.0,2715.2,9,US
1002951.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,89.0,267.0,WillNot_Churn,9.0,2019-03-12,2021-03-11,1.0,1.0,1.0,0.0,0.0,839.0,16.0,10020.1,7,US
772325.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-09-08,2020-09-08,-1.0,3.0,0.0,0.0,1.0,293.0,1.0,108.9,9,US
1003506.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,34.0,102.0,WillNot_Churn,12.0,2019-04-24,2021-06-16,2.0,1.0,1.0,1.0,0.0,796.0,15.0,9534.199999999999,7,US
772364.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-02-20,2020-02-20,-1.0,3.0,1.0,0.0,0.0,494.0,2.0,374.0,10,US
864741.0,0.0,1.0,0.0,1.0,Will_Churn,Will_Churn,12.0,36.0,Will_Churn,4.0,2019-09-26,2021-03-09,3.0,2.0,1.0,0.0,0.0,641.0,11.0,5168.0,6,US
849247.0,0.0,1.0,0.0,1.0,Will_Churn,WillNot_Churn,761.0,2283.0,WillNot_Churn,2.0,2019-01-11,2021-02-10,8.0,2.0,1.0,0.0,0.0,899.0,7.0,4831.3,9,US
845807.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-02-26,2019-02-26,-1.0,3.0,1.0,0.0,0.0,853.0,5.0,2515.0,10,US
1001934.0,0.0,0.0,0.0,1.0,WillNot_Churn,Will_Churn,4.0,12.0,Will_Churn,2.0,2021-04-23,2021-04-27,-1.0,3.0,0.0,1.0,0.0,66.0,3.0,771.88,8,US
867911.0,0.0,0.0,1.0,1.0,WillNot_Churn,WillNot_Churn,100.0,300.0,WillNot_Churn,3.0,2020-09-25,2021-04-14,2.0,2.0,1.0,0.0,0.0,276.0,15.0,11693.619999999999,4,US
1002988.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,37.0,111.0,WillNot_Churn,20.0,2019-01-07,2021-05-26,1.0,1.0,1.0,1.0,0.0,903.0,76.0,17986.8,6,US
1003568.0,0.0,1.0,0.0,1.0,Will_Churn,WillNot_Churn,448.0,1344.0,WillNot_Churn,2.0,2019-10-17,2021-01-07,5.0,2.0,0.0,1.0,0.0,620.0,2.0,956.8000000000001,9,US
1003103.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,16.0,48.0,Will_Churn,30.0,2019-01-14,2020-12-15,1.0,2.0,1.0,0.0,0.0,896.0,79.0,35686.39,6,US
823523.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,207.0,621.0,WillNot_Churn,5.0,2019-01-21,2021-05-14,2.0,1.0,1.0,0.0,0.0,889.0,52.0,7711.24,7,US
846403.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,82.0,246.0,WillNot_Churn,8.0,2019-01-11,2021-05-21,2.0,1.0,1.0,0.0,0.0,899.0,41.0,9370.769999999999,7,US
868182.0,0.0,0.0,1.0,1.0,WillNot_Churn,Will_Churn,7.0,21.0,Will_Churn,7.0,2020-12-30,2021-05-12,1.0,2.0,1.0,0.0,0.0,180.0,42.0,26514.9,3,US
1005763.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,120.0,360.0,WillNot_Churn,5.0,2019-08-28,2020-11-13,1.0,2.0,0.0,1.0,0.0,670.0,9.0,513.6,9,US
798960.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,5.0,15.0,Will_Churn,2.0,2019-05-29,2019-06-03,-1.0,3.0,0.0,0.0,1.0,761.0,3.0,6334.2,8,US
847532.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-01-03,2019-01-03,-1.0,3.0,0.0,0.0,1.0,907.0,1.0,319.5,12,US
830207.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,67.0,201.0,Will_Churn,5.0,2019-05-09,2020-03-12,2.0,2.0,1.0,0.0,0.0,781.0,16.0,11815.990000000002,6,US
1003582.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,22.0,66.0,WillNot_Churn,29.0,2019-02-19,2021-06-03,1.0,1.0,1.0,1.0,0.0,860.0,142.0,32709.510000000002,6,US
703738.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,74.0,222.0,WillNot_Churn,9.0,2019-01-29,2021-02-22,2.0,1.0,1.0,0.0,1.0,881.0,15.0,7864.6,8,US
1003134.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,49.0,147.0,Will_Churn,8.0,2019-01-09,2020-07-23,2.0,2.0,1.0,0.0,1.0,901.0,28.0,13888.4,7,US
275029.0,1.0,0.0,0.0,1.0,WillNot_Churn,-1,0.0,0.0,WillNot_Churn,1.0,2021-02-15,2021-02-15,-1.0,3.0,1.0,0.0,0.0,133.0,4.0,990.0,7,US
724051.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-04-16,2019-04-16,-1.0,3.0,1.0,0.0,0.0,804.0,2.0,8743.5,9,US
845664.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,53.0,159.0,Will_Churn,2.0,2019-05-09,2019-07-01,1.0,3.0,1.0,0.0,0.0,781.0,2.0,937.0,10,US
869596.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-05-12,2020-05-12,-1.0,3.0,1.0,0.0,0.0,412.0,1.0,636.3,10,US
1005867.0,0.0,1.0,1.0,0.0,Will_Churn,Will_Churn,22.0,66.0,Will_Churn,13.0,2019-05-08,2020-11-24,1.0,2.0,1.0,1.0,0.0,782.0,27.0,21326.72,6,US
804603.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-10-28,2020-10-28,-1.0,3.0,0.0,0.0,1.0,243.0,6.0,108.0,8,US
847979.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,98.0,294.0,WillNot_Churn,5.0,2019-01-10,2020-12-21,4.0,2.0,1.0,0.0,0.0,900.0,14.0,8357.15,8,PR
1003589.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,141.0,423.0,WillNot_Churn,5.0,2019-04-15,2020-12-10,2.0,2.0,1.0,0.0,0.0,805.0,5.0,4562.0,8,US
1003104.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,27.0,81.0,WillNot_Churn,22.0,2019-01-29,2021-05-18,1.0,1.0,1.0,0.0,1.0,881.0,111.0,34413.6,6,US
1003190.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,105.0,315.0,WillNot_Churn,7.0,2019-07-15,2020-12-08,2.0,2.0,1.0,1.0,0.0,714.0,8.0,2195.08,8,US
842024.0,0.0,1.0,1.0,1.0,WillNot_Churn,WillNot_Churn,195.0,585.0,WillNot_Churn,4.0,2019-04-19,2021-02-17,2.0,1.0,1.0,0.0,0.0,801.0,7.0,4604.0,8,US
1005903.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-09-15,2020-09-15,-1.0,3.0,0.0,1.0,0.0,286.0,2.0,340.4,9,US
805238.0,1.0,0.0,0.0,1.0,WillNot_Churn,-1,0.0,0.0,WillNot_Churn,1.0,2021-01-25,2021-01-25,-1.0,3.0,0.0,0.0,1.0,154.0,1.0,928.8,8,US
285162.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-05-10,2019-05-10,-1.0,3.0,1.0,0.0,0.0,780.0,2.0,1340.0,10,US
1003197.0,0.0,1.0,1.0,0.0,Will_Churn,WillNot_Churn,253.0,759.0,WillNot_Churn,3.0,2019-01-14,2020-06-03,5.0,2.0,1.0,0.0,1.0,896.0,4.0,2549.5,10,US
816292.0,1.0,0.0,1.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2020-12-30,2020-12-30,-1.0,3.0,1.0,0.0,0.0,180.0,4.0,2913.87,6,US
757792.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-01-08,2019-01-08,-1.0,3.0,1.0,0.0,0.0,902.0,1.0,650.0,12,US
730003.0,1.0,1.0,0.0,0.0,Will_Churn,-1,0.0,0.0,Will_Churn,1.0,2019-06-19,2019-06-19,-1.0,3.0,0.0,0.0,1.0,740.0,1.0,164.8,11,US
747558.0,0.0,1.0,0.0,0.0,Will_Churn,Will_Churn,49.0,147.0,Will_Churn,2.0,2019-06-05,2019-07-24,1.0,3.0,1.0,0.0,0.0,754.0,2.0,2916.5,9,US
