accountsapid,2019,2020,2021,Churn_Rule_year_wise,Churn_Rule_avg_cycle,Final_Churn,Final_churn_ProbabilityScore
1009963.0,1,0,0,1,2,1,0.38956313754431054
1015619.0,0,1,0,1,0,1,0.9720324653567973
219738.0,0,0,1,0,0,0,0.041869906008739896
1013023.0,1,0,0,1,0,1,0.9999983933384115
1022526.0,0,0,1,0,1,0,0.0021582984350469706
1002285.0,1,1,1,0,1,0,0.21137347904820625
1007616.0,1,0,1,1,1,0,9.762599826578944e-12
261308.0,1,1,1,0,1,0,0.009189094273243839
1008318.0,1,0,0,1,0,1,0.9989906935407624
1003342.0,1,1,1,0,1,0,0.42952271444374934
857637.0,1,0,1,1,1,0,7.684256953771652e-08
227218.0,1,1,0,1,1,0,4.6759080082646126e-05
1020427.0,0,1,0,1,2,1,0.9626734088363481
1011460.0,1,0,0,1,0,1,0.9999991890960985
208551.0,1,0,0,1,0,1,0.9999905242964456
153746.0,0,0,1,0,0,0,0.025939856979552305
257558.0,1,1,1,0,1,0,0.37500992498862173
152533.0,1,0,0,1,2,1,0.999947508381259
157920.0,0,1,0,1,0,1,0.9976745234304469
1019778.0,0,1,1,0,1,0,0.321071660566635
865999.0,0,1,0,1,0,1,0.9984802589177098
169547.0,1,1,1,0,1,0,0.2596233210516694
249391.0,1,0,1,1,1,0,0.0006613768038258403
783897.0,0,1,1,0,1,0,0.397273358422814
223910.0,0,1,0,1,0,1,0.9987410069381731
217518.0,1,1,0,1,2,1,0.8843139419558811
715670.0,1,0,0,1,0,1,0.9999977900363498
780100.0,1,1,1,0,1,0,0.05522337194015063
1001913.0,0,1,1,0,1,0,1.1310023954625645e-05
1019844.0,0,1,0,1,0,1,0.9996726617358879
1023743.0,0,0,1,0,0,0,0.576457614221274
1020932.0,0,0,1,0,0,0,0.00847902382930502
1017071.0,0,1,0,1,1,0,0.027539484925683654
829675.0,0,1,0,1,2,1,0.18313767203799394
814746.0,1,1,1,0,1,0,0.02921778943431047
1002981.0,1,0,0,1,0,1,0.9998997839844408
1018783.0,0,1,0,1,0,1,0.9981740497944634
1023966.0,0,0,1,0,0,0,0.47137182820919565
147922.0,1,1,0,1,2,1,0.9111376864405111
1003652.0,1,0,0,1,0,1,0.9999996543051695
864815.0,1,0,0,1,0,1,0.9999960328942216
1016881.0,0,1,0,1,0,1,0.9785353579903178
705908.0,0,1,0,1,0,1,0.9989336990766129
157236.0,1,0,0,1,0,1,0.9999043210858453
761140.0,1,1,0,1,2,1,0.8443336612943713
874303.0,0,0,1,0,1,0,0.0004822846753144294
170940.0,1,1,1,0,2,1,0.42950617647899114
150322.0,1,0,0,1,2,1,0.9998144255894342
178734.0,1,1,1,0,1,0,0.00820295827474726
850310.0,1,0,0,1,0,1,0.9999837785606994
1016603.0,0,1,0,1,0,1,0.9733397095472389
169117.0,1,1,0,1,2,1,0.959158658622484
795335.0,1,1,1,0,1,0,0.0022582800382806743
155466.0,1,1,1,0,1,0,0.04528480989166633
167611.0,1,1,1,0,1,0,0.012536734119683795
1015001.0,0,1,0,1,0,1,0.9992993701610203
814095.0,1,1,1,0,1,0,2.6398064727197297e-06
1010119.0,1,0,0,1,2,1,0.9975366434093554
829805.0,0,1,0,1,1,0,0.006461943421115756
757629.0,1,1,0,1,2,1,0.9859772841042995
188298.0,1,1,0,1,1,0,0.0015946067146317396
155879.0,1,1,0,1,2,1,0.9673068054437297
222407.0,1,0,0,1,1,0,0.00023405824512970924
851663.0,1,0,0,1,0,1,0.9999981093462899
193369.0,1,1,0,1,1,0,0.08985606782049428
264434.0,1,1,1,0,1,0,0.07510303696470572
272925.0,1,1,0,1,1,0,0.0001191831698954098
816788.0,0,1,0,1,2,1,0.9028152713540128
266706.0,0,1,0,1,0,1,0.99861351084189
1020081.0,0,1,1,0,1,0,0.008385198411615696
219897.0,1,1,1,0,1,0,8.115518852511065e-06
840612.0,0,1,0,1,0,1,0.9912811455862741
855725.0,1,1,1,0,1,0,0.023330648848078027
1016285.0,0,1,0,1,0,1,0.9992946597539599
785525.0,1,0,0,1,0,1,0.9995109462364079
856885.0,1,0,0,1,0,1,0.9999993982766217
1001447.0,1,1,1,0,1,0,0.29297062437434707
1009578.0,1,1,0,1,2,1,0.6570158240811735
220211.0,1,1,1,0,1,0,0.16263036976273415
148315.0,0,1,0,1,0,1,0.9995511227226689
158618.0,0,0,1,0,0,0,0.01559374405295184
265138.0,1,0,0,1,0,1,0.9999986315973406
153611.0,1,0,0,1,2,1,0.992616702229666
219046.0,1,1,1,0,1,0,0.31800529423444096
854764.0,1,0,0,1,0,1,0.9999814121686815
1010671.0,1,0,0,1,0,1,0.9999529492730284
18345.0,1,0,0,1,0,1,0.9999879720973198
1012079.0,1,1,1,0,1,0,0.0662950169202241
1020655.0,0,1,1,0,2,1,0.012973128197166006
1014129.0,1,1,0,1,2,1,0.9901985656103349
274869.0,1,1,0,1,2,1,0.9396242801975158
21058.0,0,1,1,0,1,0,0.0002026015716838845
779206.0,1,0,0,1,0,1,0.9999980017881314
1012114.0,1,0,0,1,0,1,0.9999991324186539
827816.0,0,1,0,1,0,1,0.9983530934564564
808477.0,1,0,1,1,1,0,0.019875785211472194
839167.0,0,1,0,1,0,1,0.9995867805695594
211433.0,1,1,1,0,1,0,0.1590508063456627
271947.0,1,1,1,0,1,0,0.0011033622925035826
248586.0,1,1,0,1,2,1,0.963563032648911
846904.0,1,1,1,0,1,0,0.0797110370204824
855764.0,0,1,0,1,0,1,0.9966572444786471
274193.0,0,0,1,0,0,0,0.00010192301139978549
851963.0,1,1,0,1,2,1,0.998799850287592
1004964.0,1,0,0,1,2,1,0.8364451250238291
1020195.0,0,1,1,0,1,0,0.01401214876076023
1017384.0,0,1,0,1,0,1,0.9992063919964251
273738.0,1,1,1,0,1,0,0.09926772631562329
158037.0,1,0,1,1,1,0,9.336458676897276e-15
1018097.0,0,1,1,0,1,0,1.8603255603727313e-05
242382.0,1,1,1,0,1,0,0.42172245491316485
1011216.0,1,0,0,1,0,1,0.9999508110075823
163525.0,1,1,1,0,1,0,0.025730072083182367
156016.0,1,1,1,0,1,0,9.836054481075237e-05
1016257.0,0,1,1,0,1,0,5.932831876318598e-05
1023046.0,0,0,1,0,0,0,0.004873184539974326
282968.0,1,1,0,1,1,0,0.41166353707050474
258738.0,1,1,1,0,2,1,0.24423752683050912
1006306.0,0,1,0,1,0,1,0.9993148977599623
165602.0,1,1,1,0,2,1,0.3539901889801681
248134.0,1,1,1,0,2,1,0.4365316893118185
176116.0,1,1,1,0,1,0,0.0031947993332542657
782956.0,0,1,0,1,0,1,0.9994837290393583
1016959.0,0,1,0,1,2,1,0.9985630449743783
703517.0,1,1,1,0,1,0,0.11848133870774606
238608.0,0,1,0,1,0,1,0.9992729103495629
1022409.0,0,0,1,0,0,0,0.06827833614550038
842101.0,1,1,1,0,2,1,0.6323932427426435
1020586.0,0,1,0,1,0,1,0.9995704598546704
286380.0,1,1,0,1,2,1,0.04613838090858583
1017073.0,0,1,1,0,1,0,0.18265121231728185
857446.0,1,1,0,1,2,1,0.7689310804809716
259705.0,0,0,1,0,0,0,0.6685866068082019
1023824.0,0,0,1,0,0,0,0.5393468196992766
1009974.0,1,0,0,1,0,1,0.9999926078706115
223940.0,0,1,0,1,2,1,0.9961514376210163
1023232.0,0,0,1,0,0,0,0.18446586978041885
1021047.0,0,1,0,1,0,1,0.7147834729092362
1016789.0,0,1,0,1,2,1,0.9991297702893379
1021773.0,0,0,1,0,0,0,0.26019217736355504
178651.0,1,0,0,1,0,1,0.9999989517003542
165411.0,0,1,1,0,1,0,1.9288509798303183e-12
222410.0,0,1,0,1,2,1,0.3847995868145608
278200.0,1,0,0,1,2,1,0.999793526599973
163459.0,1,1,1,0,1,0,0.06640703808239895
1015591.0,0,1,0,1,1,0,0.011326424877634808
1007276.0,1,1,0,1,1,0,2.185042475429181e-07
178098.0,1,1,1,0,1,0,0.20342786155004267
246255.0,1,1,1,0,2,1,0.44304657673647907
147206.0,0,1,1,0,1,0,0.003883041762828831
1002327.0,1,1,0,1,1,0,0.25064575221838026
774284.0,1,0,1,1,1,0,1.4143193899864088e-14
1018133.0,0,1,0,1,0,1,0.998377807106642
148461.0,1,1,1,0,1,0,0.0005145082923680305
165768.0,1,1,0,1,1,0,0.058225570511735894
1012926.0,1,1,0,1,2,1,0.1732129231254344
832257.0,1,1,1,0,1,0,0.15209892326532995
162276.0,1,1,1,0,1,0,0.004204381335756348
1015646.0,0,1,0,1,0,1,0.9983816947648587
1019184.0,0,1,0,1,0,1,0.9988415552230675
783221.0,1,0,1,1,1,0,7.451019405607823e-06
168768.0,0,1,0,1,2,1,0.9866187272234437
1002399.0,0,0,1,0,1,0,0.19751288937084066
263219.0,1,1,1,0,1,0,0.30432767200602157
824725.0,1,0,0,1,0,1,0.9999956484881871
245476.0,1,0,0,1,2,1,0.9999536657279148
870172.0,0,0,1,0,0,0,0.005259905252120842
1006542.0,0,0,1,0,0,0,0.00024370233088124934
171387.0,1,1,1,0,1,0,0.2841907986866269
1018062.0,0,1,1,0,1,0,0.0001341443561895963
779018.0,1,1,1,0,1,0,0.06592043299031797
1006738.0,0,1,0,1,0,1,0.999313150312371
1013121.0,1,1,0,1,1,0,2.5508916241406775e-06
271750.0,0,1,0,1,2,1,0.7777583402032
165899.0,1,1,1,0,2,1,0.2556186602918279
873482.0,0,1,0,1,0,1,0.9916128165276469
167549.0,0,0,1,0,0,0,0.08486903188041116
1017329.0,0,1,1,0,2,1,0.0036333420849802654
1002225.0,1,1,1,0,1,0,0.03851147637107658
1004244.0,0,1,1,0,1,0,0.00018238803991528274
157292.0,1,1,1,0,1,0,0.30967751749571215
849152.0,0,1,0,1,0,1,0.9943518089582631
283483.0,0,1,0,1,0,1,0.9991509704803817
709270.0,1,1,0,1,1,0,0.0005736344437352364
189320.0,1,1,0,1,2,1,0.9926142532624824
1013969.0,1,1,0,1,2,1,0.9983761552908705
214347.0,1,0,0,1,0,1,0.9999980794008662
1017050.0,0,1,0,1,0,1,0.9978652819210829
246822.0,1,1,1,0,1,0,0.002844907347090744
271088.0,1,1,1,0,1,0,0.2470916276682237
1004239.0,1,1,1,0,1,0,0.2794000176676746
1020180.0,0,1,0,1,0,1,0.9992878462804229
217980.0,1,1,0,1,1,0,0.2715024559380047
1023983.0,0,0,1,0,0,0,0.17269646915617545
838391.0,1,1,1,0,1,0,5.4991589969231416e-05
1001186.0,1,1,0,1,2,1,0.9021250852205587
154229.0,1,1,1,0,1,0,0.03335927848749947
1017636.0,0,1,0,1,0,1,0.9994576326118838
190462.0,1,1,1,0,2,1,0.6260633595529483
250316.0,0,1,0,1,0,1,0.9754767708363016
710426.0,0,0,1,0,1,0,0.0026284727867305724
160189.0,1,0,0,1,0,1,0.9998149163372995
253188.0,0,1,0,1,2,1,0.9772871644525396
168790.0,0,1,0,1,0,1,0.9942860500245694
1008835.0,0,1,0,1,0,1,0.9985654545257915
721691.0,1,0,0,1,0,1,0.9999985679082569
756421.0,0,1,0,1,0,1,0.9977039350011078
1001963.0,1,0,0,1,0,1,0.9999990535938439
287143.0,0,0,1,0,1,0,0.08702484074194504
867514.0,0,1,0,1,2,1,0.141842248539455
853501.0,1,0,0,1,2,1,0.9872896606797589
154935.0,1,1,1,0,1,0,0.1501820468580327
1016368.0,0,1,0,1,0,1,0.995097778185765
207173.0,0,1,1,0,1,0,0.0007643704382285897
208242.0,0,0,1,0,2,1,0.012645800233318997
1017443.0,0,1,0,1,0,1,0.999768685817178
1014911.0,1,1,1,0,1,0,3.510283556565784e-06
809864.0,1,0,0,1,0,1,0.9999986614640461
1006075.0,0,1,1,0,1,0,0.00016910820253331126
1016219.0,0,1,0,1,1,0,0.017347934511839126
1017093.0,0,1,1,0,1,0,9.949210587486e-07
701856.0,0,1,0,1,0,1,0.9040863825421716
253591.0,1,1,1,0,2,1,0.3872332887307444
1002759.0,1,0,0,1,0,1,0.999992888854479
863704.0,1,1,0,1,1,0,0.0054032607332501585
151244.0,1,1,1,0,1,0,0.000293593001225137
161333.0,0,1,0,1,0,1,0.9974820093229478
1008164.0,0,1,0,1,0,1,0.9986611649370036
1014753.0,1,0,0,1,0,1,0.9999947901262012
816411.0,1,1,0,1,1,0,1.8816105758403064e-08
867330.0,1,1,1,0,1,0,0.08491932786357352
145790.0,0,1,0,1,0,1,0.8889326920898774
20933.0,1,0,0,1,2,1,0.999934205442973
1021479.0,0,0,1,0,1,0,0.00021880389829956323
160409.0,1,1,0,1,2,1,0.9649541244196261
153364.0,1,1,0,1,2,1,0.9161248125680518
1020489.0,0,1,0,1,0,1,0.47243280166659857
237795.0,1,1,1,0,1,0,1.7015175949702064e-07
203320.0,1,1,1,0,1,0,0.3864889481745604
280994.0,1,1,0,1,2,1,0.967070474403399
272315.0,0,0,1,0,0,0,0.07583154716332041
1022286.0,0,0,1,0,0,0,0.3412917383388393
147279.0,1,1,1,0,1,0,0.35319099698912154
272673.0,1,1,1,0,1,0,2.555694143412952e-05
152301.0,1,1,1,0,1,0,0.00028865034021115774
213459.0,1,1,1,0,2,1,0.1045597571635708
213621.0,1,0,0,1,2,1,0.9995607797092768
1018725.0,0,1,1,0,1,0,0.00030547742688563146
746941.0,1,1,1,0,1,0,0.21681844378243395
156394.0,1,1,0,1,1,0,0.00020498330629210694
824798.0,1,1,0,1,1,0,3.524920937528224e-07
143978.0,0,1,0,1,0,1,0.9987145876791935
193903.0,1,0,0,1,0,1,0.9999927834152316
1005741.0,0,0,1,0,0,0,0.18438643969721102
1015479.0,0,1,0,1,1,0,0.0016449406778983715
203370.0,0,0,1,0,0,0,0.016255852403432556
707211.0,1,1,1,0,1,0,0.043515221631775874
836782.0,1,0,0,1,0,1,0.997996790221972
1017309.0,0,1,0,1,0,1,0.999646974099108
866732.0,1,0,0,1,0,1,0.9999990502725553
1010678.0,0,1,0,1,0,1,0.5601740751643006
1013177.0,1,0,0,1,2,1,0.999889888582538
1006594.0,1,1,1,0,1,0,0.03211354629321471
1015321.0,0,1,0,1,2,1,0.07341448523363966
286678.0,0,1,0,1,0,1,0.9994482473393599
1016604.0,0,1,0,1,0,1,0.9995974853067859
1023241.0,0,0,1,0,0,0,0.18446586978041885
1014899.0,1,0,0,1,0,1,0.9758950816315717
150957.0,1,1,0,1,2,1,0.9474665109460266
1017199.0,0,1,0,1,0,1,0.9993428430391645
155383.0,1,0,0,1,0,1,0.9999623046875935
287073.0,1,1,0,1,2,1,0.7426507762636267
236044.0,1,1,1,0,2,1,0.2895666157402851
1015707.0,0,1,1,0,1,0,4.633367828393531e-05
276509.0,1,1,0,1,2,1,0.9512773178788776
1010967.0,1,0,0,1,0,1,0.999998857723806
868266.0,0,1,0,1,2,1,0.762494163709678
782532.0,1,1,0,1,1,0,5.5373366829241685e-05
1020642.0,0,1,0,1,0,1,0.9980105799007027
203316.0,1,1,0,1,1,0,0.0024416757619247884
159518.0,1,1,0,1,2,1,0.9975011499397032
875908.0,0,0,1,0,0,0,0.011752357823802032
207539.0,1,1,1,0,1,0,0.07220714976708846
268413.0,0,0,1,0,0,0,0.08486903188041116
1022722.0,0,0,1,0,0,0,0.49127367397655314
1018385.0,0,1,0,1,2,1,0.9584135116758647
147960.0,1,0,0,1,0,1,0.9999979579913578
1014529.0,1,1,1,0,1,0,0.3647810225191838
145951.0,1,0,0,1,0,1,0.9999907128274921
151125.0,1,1,0,1,1,0,4.244470129638646e-05
161149.0,1,1,0,1,2,1,0.9903995052192764
150965.0,1,1,1,0,1,0,0.11789632240946045
1002904.0,1,0,0,1,0,1,0.9999837795366658
863238.0,1,0,0,1,0,1,0.9999990168402648
1005003.0,0,1,1,0,1,0,0.0005981940125954151
218253.0,1,1,1,0,2,1,0.38073686269298984
212565.0,1,1,1,0,2,1,0.34603931384474346
1022941.0,0,0,1,0,0,0,0.0069342489997934915
752295.0,0,0,1,0,0,0,0.061861320247518115
1020299.0,0,1,1,0,1,0,0.578798841342536
870979.0,0,1,1,0,1,0,0.007090297498762964
1012179.0,1,0,0,1,0,1,0.9999926039659782
1022093.0,0,0,1,0,0,0,0.1382935718859791
711125.0,0,1,0,1,0,1,0.9963560306592738
816769.0,1,1,0,1,2,1,0.35990988957361786
844164.0,1,1,1,0,1,0,0.16234718254515537
1007894.0,1,1,1,0,1,0,0.0847919369844711
1013415.0,1,0,0,1,0,1,0.9999982694773812
176553.0,1,0,0,1,0,1,0.9999927225025964
161770.0,1,1,1,0,1,0,0.3592192623034081
192587.0,1,0,0,1,2,1,0.9960140621381417
750976.0,1,1,1,0,2,1,0.47775742528768345
1011165.0,0,0,1,0,1,0,0.020306899126039942
252019.0,1,0,0,1,0,1,0.9999883749638485
148887.0,1,1,0,1,2,1,0.9631316852721112
256141.0,1,1,1,0,1,0,0.2766073888152612
164319.0,1,1,1,0,1,0,0.24840712516438795
148540.0,1,1,1,0,1,0,0.2978281314275159
1015392.0,0,1,1,0,1,0,0.005410030882166483
1001306.0,1,0,0,1,0,1,0.9999988606319151
204477.0,1,1,0,1,1,0,0.002460732975501408
766101.0,1,1,0,1,2,1,0.637115809768818
748200.0,1,0,0,1,0,1,0.9999911526702528
1015564.0,0,1,1,0,1,0,1.1151057815560257e-06
839053.0,1,0,0,1,2,1,0.9940301604897009
1002703.0,0,1,1,0,1,0,0.0009658921559731233
836138.0,0,1,0,1,0,1,0.9995249887408588
1012042.0,0,0,1,0,0,0,0.22708584249917624
1001965.0,1,1,0,1,2,1,0.7889767148137585
1006027.0,1,1,1,0,1,0,0.08360067287129128
277771.0,0,0,1,0,0,0,0.12580172078188595
286489.0,1,1,1,0,1,0,0.01655294064246917
218166.0,0,0,1,0,0,0,0.5150680427391214
160798.0,1,1,0,1,2,1,0.9696672116450964
192802.0,0,1,0,1,0,1,0.9994493607248415
834797.0,1,1,1,0,1,0,0.2372140027430054
230025.0,1,1,1,0,1,0,0.0006762017096161074
1001432.0,1,1,0,1,2,1,0.4810453319643113
242658.0,1,0,0,1,2,1,0.950046939966801
1007251.0,1,1,1,0,1,0,0.025528693159405605
151228.0,1,1,1,0,1,0,0.30066022997458214
1010688.0,1,0,0,1,2,1,0.9994288354231514
1013957.0,1,1,1,0,2,1,0.4704464162207503
283504.0,1,1,1,0,1,0,0.415467905231816
200610.0,1,1,1,0,1,0,1.3377466549404203e-05
1006115.0,0,1,0,1,0,1,0.9770657268938712
191607.0,0,1,0,1,2,1,0.9925996186453345
1015775.0,0,1,1,0,1,0,0.01926370751669424
1021094.0,0,0,1,0,1,0,6.957398005891448e-05
248704.0,1,0,0,1,2,1,0.999910584435
788517.0,1,1,1,0,1,0,2.730132657628817e-07
209247.0,1,1,0,1,1,0,3.178138439667328e-05
168065.0,1,1,1,0,2,1,0.5206774058098872
242709.0,1,1,1,0,1,0,0.10869321690617456
282217.0,0,1,0,1,1,0,1.0115964362398712e-05
155826.0,1,1,1,0,1,0,0.002725086123589025
280928.0,1,1,1,0,1,0,0.46656948080589267
272584.0,1,1,1,0,1,0,0.27818654657279057
169813.0,0,1,1,0,1,0,0.005662822142672291
840722.0,1,0,0,1,0,1,0.9999974416894057
772486.0,1,1,1,0,1,0,0.0027395875125560978
837588.0,1,1,1,0,1,0,0.2669235567907474
829923.0,1,0,0,1,2,1,0.990414312236557
270674.0,0,1,0,1,0,1,0.8715841343004886
1019383.0,0,1,0,1,0,1,0.9995721685271785
1016624.0,0,1,0,1,0,1,0.984141151849586
287001.0,1,0,0,1,0,1,0.9999991319603815
1010028.0,1,1,1,0,1,0,0.05707030413388028
175623.0,1,1,1,0,2,1,0.64052153454836
1003726.0,0,0,1,0,0,0,0.07791313497288876
1007390.0,0,0,1,0,0,0,0.18693563340563735
286319.0,1,1,1,0,1,0,0.02490483909227385
153936.0,1,1,1,0,1,0,0.0018126418705308926
280039.0,1,1,0,1,2,1,0.8998535691846595
1002608.0,1,1,0,1,2,1,0.9932922574339073
265749.0,1,1,0,1,1,0,0.0005272074042468939
1014406.0,1,0,0,1,2,1,0.9999226330725043
178201.0,1,0,0,1,0,1,0.9999982170192037
1011209.0,1,1,0,1,1,0,0.022325462810688736
811887.0,1,1,1,0,1,0,0.059737777304082446
1003442.0,1,0,0,1,2,1,0.9999986108012905
175944.0,1,1,0,1,1,0,0.00047327087679070826
250763.0,0,1,0,1,0,1,0.9988273176300814
1007202.0,1,0,1,1,1,0,0.002437139286273785
700289.0,1,0,0,1,0,1,0.9999996178964391
766366.0,1,0,0,1,2,1,0.9999967283508832
164803.0,1,1,1,0,1,0,0.33685159176944096
167657.0,1,1,0,1,2,1,0.9596054963880952
1018646.0,0,0,1,0,1,0,0.0027585011663214306
1009477.0,1,0,0,1,0,1,0.9999976441529745
283981.0,1,0,0,1,2,1,0.9999763077264946
278601.0,1,1,1,0,2,1,0.763833554384038
844765.0,1,0,1,1,1,0,0.03410714532399273
218303.0,1,1,1,0,1,0,0.1635444207709633
800857.0,1,1,1,0,2,1,0.6122923023418212
813156.0,1,0,0,1,0,1,0.9999819994898392
212156.0,1,0,0,1,0,1,0.9939481771228662
162916.0,1,1,1,0,1,0,0.201538644664122
163340.0,1,1,0,1,1,0,0.005035784837028254
1009142.0,1,1,1,0,2,1,0.1409480969764898
194099.0,0,1,0,1,0,1,0.42119001879686946
1011498.0,1,0,0,1,0,1,0.9999945998473507
275632.0,1,0,1,1,1,0,4.433899156143819e-07
145000.0,0,1,0,1,2,1,0.9644539272456917
1005065.0,1,1,1,0,2,1,0.40687284846375255
1011023.0,1,1,1,0,1,0,0.6570725164072346
1008726.0,1,0,0,1,0,1,0.9999997661411634
175535.0,1,1,1,0,1,0,0.07092970913360343
162153.0,0,1,0,1,2,1,0.9706165693479896
862124.0,0,1,1,0,1,0,0.6553171476790152
1003104.0,1,1,1,0,1,0,0.14830070967780673
786136.0,0,1,1,0,2,1,0.002398606508276075
287360.0,1,1,1,0,1,0,0.32620185393797557
847712.0,1,0,0,1,2,1,0.9996545305133298
854014.0,1,0,0,1,0,1,0.9998791270444172
144839.0,1,0,0,1,0,1,0.999998735807836
835062.0,0,0,1,0,0,0,0.45543399008465063
1016926.0,0,1,0,1,0,1,0.999241266364368
153749.0,1,1,1,0,2,1,0.11124949494446335
1022661.0,0,0,1,0,0,0,0.36145626180034834
1022940.0,0,0,1,0,0,0,0.35244024503391064
1020722.0,0,1,1,0,1,0,0.4315272141085883
154243.0,1,0,0,1,2,1,0.9992564302884611
267260.0,1,1,0,1,1,0,0.08811361575355062
286024.0,1,0,0,1,2,1,0.9928064658488409
867519.0,1,0,0,1,0,1,0.9999905534101615
1010173.0,1,0,1,1,1,0,1.7605320833981945e-09
144727.0,0,1,0,1,0,1,0.7741158814838163
1017804.0,0,1,0,1,0,1,0.9879998661791913
1022434.0,0,0,1,0,2,1,0.10440054600894441
711957.0,0,1,0,1,0,1,0.9894540997497469
1021669.0,0,0,1,0,0,0,0.13356276852826707
287087.0,1,0,0,1,2,1,0.9722147541422844
839521.0,0,1,0,1,2,1,0.010332321777998258
255597.0,0,1,0,1,0,1,0.9982531847581477
1023457.0,0,0,1,0,0,0,0.38763435326539886
1007167.0,0,1,1,0,1,0,0.0033660196041349166
859143.0,0,1,0,1,0,1,0.9888608315527603
157132.0,1,0,0,1,2,1,0.4990772010977205
266393.0,1,1,1,0,1,0,0.06069450308495015
154874.0,0,0,1,0,0,0,0.25792390231905277
728086.0,1,0,0,1,0,1,0.9999915632010792
818984.0,1,1,1,0,1,0,0.15394420258540578
165794.0,1,0,0,1,0,1,0.999999690435872
857445.0,1,1,0,1,1,0,1.6842732224365322e-13
1001154.0,0,1,1,0,1,0,0.0007446727597321284
849960.0,1,1,0,1,1,0,3.287782159252377e-05
1003071.0,1,0,0,1,0,1,0.999987740853329
1001942.0,1,1,1,0,1,0,0.007441539353086726
840810.0,1,1,1,0,1,0,0.03160821833487831
151120.0,1,1,1,0,1,0,6.445036771160295e-06
146517.0,1,1,1,0,1,0,0.15923062391324647
1005227.0,1,0,0,1,0,1,0.9999993782162422
738554.0,1,1,0,1,2,1,0.980772597931034
1015991.0,0,1,0,1,0,1,0.9996757947129238
282328.0,1,0,0,1,2,1,0.9630087429436854
872002.0,0,1,0,1,0,1,0.9492741984377822
1015111.0,0,1,0,1,2,1,0.997253742172357
280702.0,1,0,0,1,0,1,0.9999978202391887
1020179.0,0,1,0,1,0,1,0.9992926021570487
154871.0,0,1,0,1,2,1,0.9225389266672894
1022880.0,0,0,1,0,0,0,0.008614117548369703
203327.0,1,1,0,1,2,1,0.6738082363822393
249813.0,1,0,1,1,1,0,3.758042165748654e-10
1023141.0,0,0,1,0,0,0,0.2498703011304217
189776.0,1,0,0,1,0,1,0.9999971842170973
816058.0,1,0,0,1,0,1,0.9999978944097567
169971.0,1,0,0,1,0,1,0.9992994334939774
171663.0,0,1,1,0,1,0,0.0017812720124503385
148056.0,1,1,0,1,2,1,0.7520531880077046
844544.0,1,1,0,1,1,0,0.021456657776627846
255720.0,1,1,0,1,2,1,0.35082320045960985
155148.0,1,1,1,0,1,0,0.09895240311777553
254759.0,1,1,1,0,1,0,0.07903930943843837
278905.0,1,1,1,0,2,1,0.34700814558684295
808888.0,1,1,0,1,2,1,0.9820128247637597
277855.0,1,1,0,1,2,1,0.9870851837130319
170928.0,1,1,1,0,1,0,0.02022865612806666
19383.0,1,0,0,1,0,1,0.9999983933384115
810188.0,0,1,0,1,0,1,0.952840632794042
1018435.0,0,1,0,1,0,1,0.9990087150330036
1009519.0,1,0,0,1,0,1,0.9999974416894057
156021.0,1,1,0,1,2,1,0.8311106472527247
851952.0,0,1,0,1,0,1,0.9995721685271785
729827.0,1,1,0,1,2,1,0.8730584642905838
156346.0,1,0,1,1,1,0,3.6351939960614137e-13
850627.0,1,0,0,1,0,1,0.9999941073618746
1020155.0,0,1,0,1,0,1,0.9991597693657159
712105.0,0,1,0,1,0,1,0.9988917932476226
864097.0,0,1,0,1,0,1,0.9972721653199209
1016974.0,0,1,1,0,1,0,0.001659039107866824
1020753.0,0,1,1,0,1,0,3.9942976328852134e-05
1010051.0,1,0,0,1,0,1,0.9999879720973198
156881.0,1,0,0,1,2,1,0.9997580692448456
1011828.0,1,0,1,1,1,0,1.028768585195933e-09
827433.0,0,0,1,0,0,0,0.024273899216365087
158937.0,0,1,0,1,2,1,0.28509015110218505
276269.0,1,1,0,1,2,1,0.9706084591825205
147487.0,1,1,1,0,1,0,0.4423447784838143
1010443.0,1,1,1,0,1,0,0.16247513847664144
1007254.0,1,1,1,0,1,0,4.4482604426622403e-07
714550.0,1,1,0,1,2,1,0.2485026973048285
815597.0,0,1,0,1,2,1,0.051310973137717354
1017003.0,0,1,0,1,0,1,0.9932316160158208
164699.0,1,0,0,1,1,0,0.025156227501833123
1020769.0,0,1,1,0,1,0,0.009001348468999332
756006.0,1,1,1,0,1,0,0.08937855112616379
766389.0,1,0,0,1,2,1,0.9999848898636644
1017764.0,0,1,1,0,1,0,4.6091524278473883e-07
1019530.0,0,1,1,0,1,0,0.032789266855785024
1006383.0,0,1,1,0,1,0,0.00629281146922732
1011595.0,0,1,0,1,0,1,0.9994994396660863
144088.0,0,1,0,1,0,1,0.9947085351203456
207829.0,0,0,1,0,0,0,0.5379740051759121
238273.0,1,1,0,1,1,0,5.658433479708916e-09
1012292.0,1,0,0,1,0,1,0.9999774599430915
158456.0,1,1,1,0,1,0,0.014315926119471615
164267.0,1,1,0,1,1,0,1.3049623548036726e-05
158444.0,1,1,0,1,1,0,0.541206565706113
1021279.0,0,0,1,0,0,0,0.25977090138313536
1011636.0,1,0,1,1,2,1,0.34243121315385705
1009416.0,1,1,0,1,1,0,0.37245902960788024
853135.0,1,1,0,1,2,1,0.7465431166629544
195824.0,1,1,1,0,1,0,0.30202797997196434
